name,type,mana_cost,colors,produced_mana,power,tough,keywords,text,legal,rank,png,art,url,usd,usd_foil,eur,avg_synergy
"Caesar, Legion's Emperor",Legendary Creature — Human Soldier,4.0,"['B', 'R', 'W']",[],4,4,[],"Whenever you attack, you may sacrifice another creature. When you do, choose two —
• Create two 1/1 red and white Soldier creature tokens with haste that are tapped and attacking.
• You draw a card and you lose 1 life.
• Caesar deals damage equal to the number of creature tokens you control to target opponent.",1,3676,https://cards.scryfall.io/png/front/2/4/246a7176-98bc-4f54-aa61-38747420f178.png?1710673450,https://cards.scryfall.io/art_crop/front/2/4/246a7176-98bc-4f54-aa61-38747420f178.jpg?1710673450,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F523039%3Fpage%3D1,,10.50,,58.0
"Junji, the Midnight Sky",Legendary Creature — Dragon Spirit,5.0,['B'],[],5,5,"['Flying', 'Menace']","Flying, menace
When Junji dies, choose one —
• Each opponent discards two cards and loses 2 life.
• Put target non-Dragon creature card from a graveyard onto the battlefield under your control. You lose 2 life.",1,1156,https://cards.scryfall.io/png/front/e/9/e9ff50c0-915e-4055-a595-3df6be8f1e1b.png?1743206508,https://cards.scryfall.io/art_crop/front/e/9/e9ff50c0-915e-4055-a595-3df6be8f1e1b.jpg?1743206508,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624422%3Fpage%3D1,0.47,,0.69,58.0
Become the Avalanche,Sorcery,6.0,['G'],[],0,0,[],"Draw a card for each creature you control with power 4 or greater. Then creatures you control get +X/+X until end of turn, where X is the number of cards in your hand.",1,12545,https://cards.scryfall.io/png/front/f/4/f49b7b11-ce78-44c4-98c2-dc8e2332c667.png?1743697531,https://cards.scryfall.io/art_crop/front/f/4/f49b7b11-ce78-44c4-98c2-dc8e2332c667.jpg?1743697531,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624953%3Fpage%3D1,0.57,,0.65,58.0
"Henry Wu, InGen Geneticist",Legendary Creature — Human Scientist,3.0,"['B', 'G', 'U']",[],1,4,['Treasure'],"Henry Wu and other Human creatures you control have exploit. (When a creature with exploit enters, you may sacrifice a creature.)
Whenever a creature you control exploits a non-Human creature, draw a card. If the exploited creature had power 3 or greater, create a Treasure token.",1,16970,https://cards.scryfall.io/png/front/5/b/5b67d302-ddaa-4627-adc8-86bb665f69ad.png?1698988761,https://cards.scryfall.io/art_crop/front/5/b/5b67d302-ddaa-4627-adc8-86bb665f69ad.jpg?1698988761,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F525605%3Fpage%3D1,0.62,1.28,,58.0
"Zhulodok, Void Gorger",Legendary Creature — Eldrazi,6.0,[],[],7,4,[],"Colorless spells you cast from your hand with mana value 7 or greater have ""Cascade, cascade."" (When you cast one, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order. Then do it again.)",1,2404,https://cards.scryfall.io/png/front/a/0/a015461d-4214-4feb-8b04-519c537759eb.png?1691500689,https://cards.scryfall.io/art_crop/front/a/0/a015461d-4214-4feb-8b04-519c537759eb.jpg?1691500689,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F496050%3Fpage%3D1,,26.74,,57.0
Skull Prophet,Creature — Human Druid,2.0,"['B', 'G']","['B', 'G']",3,1,['Mill'],"{T}: Add {B} or {G}.
{T}: Mill two cards.",1,1507,https://cards.scryfall.io/png/front/e/a/ea53e2c9-0a3f-4fda-a6ab-9a558bb8f126.png?1743207222,https://cards.scryfall.io/art_crop/front/e/a/ea53e2c9-0a3f-4fda-a6ab-9a558bb8f126.jpg?1743207222,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624503%3Fpage%3D1,0.35,,0.68,57.0
"Ganax, Astral Hunter",Legendary Creature — Dragon,5.0,['R'],"['B', 'G', 'R', 'U', 'W']",3,4,"['Flying', 'Choose a background', 'Treasure']","Flying
Whenever Ganax or another Dragon you control enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Choose a Background (You can have a Background as a second commander.)",1,1297,https://cards.scryfall.io/png/front/9/f/9f5bb319-29b2-4a7c-82e9-f8b5e47909a1.png?1674136563,https://cards.scryfall.io/art_crop/front/9/f/9f5bb319-29b2-4a7c-82e9-f8b5e47909a1.jpg?1674136563,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F272928%3Fpage%3D1,0.65,8.32,0.29,57.0
"Iname, Life Aspect",Legendary Creature — Spirit,6.0,['G'],[],4,4,[],"When Iname dies, you may exile it. If you do, return any number of target Spirit cards from your graveyard to your hand.",1,17233,https://cards.scryfall.io/png/front/b/e/be027e3c-8891-46f0-bca7-d28a94ca281a.png?1562764156,https://cards.scryfall.io/art_crop/front/b/e/be027e3c-8891-46f0-bca7-d28a94ca281a.jpg?1562764156,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F12036%3Fpage%3D1,0.45,4.44,0.31,57.0
"Kokusho, the Evening Star",Legendary Creature — Dragon Spirit,6.0,['B'],[],5,5,['Flying'],"Flying
When Kokusho dies, each opponent loses 5 life. You gain life equal to the life lost this way.",1,2005,https://cards.scryfall.io/png/front/a/b/ab56cedb-1bcd-48a5-8503-a8e324e236ad.png?1562852933,https://cards.scryfall.io/art_crop/front/a/b/ab56cedb-1bcd-48a5-8503-a8e324e236ad.jpg?1562852933,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F145283%3Fpage%3D1,23.13,40.27,16.36,57.0
Gravecrawler,Creature — Zombie,1.0,['B'],[],2,1,[],"This creature can't block.
You may cast this card from your graveyard as long as you control a Zombie.",1,930,https://cards.scryfall.io/png/front/6/9/6987d609-ba0f-42bf-9b61-bdfb943c03b5.png?1743206046,https://cards.scryfall.io/art_crop/front/6/9/6987d609-ba0f-42bf-9b61-bdfb943c03b5.jpg?1743206046,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624419%3Fpage%3D1,0.33,,0.82,57.0
Command Beacon,Land,0.0,[],['C'],0,0,[],"{T}: Add {C}.
{T}, Sacrifice this land: Put your commander into your hand from the command zone.",1,219,https://cards.scryfall.io/png/front/4/3/435e9678-9ff3-4e5d-8061-3f806e1c2ed2.png?1743207502,https://cards.scryfall.io/art_crop/front/4/3/435e9678-9ff3-4e5d-8061-3f806e1c2ed2.jpg?1743207502,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624449%3Fpage%3D1,4.80,,4.68,57.0
"Kairi, the Swirling Sky",Legendary Creature — Dragon Spirit,6.0,['U'],[],6,6,"['Flying', 'Ward', 'Mill']","Flying, ward {3}
When Kairi dies, choose one —
• Return any number of target nonland permanents with total mana value 6 or less to their owners' hands.
• Mill six cards, then return up to two instant and/or sorcery cards from your graveyard to your hand.",1,5683,https://cards.scryfall.io/png/front/a/f/af7979d8-21f3-40ba-8a2e-7ebad210e48b.png?1654566767,https://cards.scryfall.io/art_crop/front/a/f/af7979d8-21f3-40ba-8a2e-7ebad210e48b.jpg?1654566767,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F262032%3Fpage%3D1,0.85,0.88,0.86,56.0
Canopy Vista,Land — Forest Plains,0.0,[],"['G', 'W']",0,0,[],"({T}: Add {G} or {W}.)
This land enters tapped unless you control two or more basic lands.",1,98,https://cards.scryfall.io/png/front/c/2/c2a85a8e-28bb-4899-a922-13a03dec844c.png?1743207450,https://cards.scryfall.io/art_crop/front/c/2/c2a85a8e-28bb-4899-a922-13a03dec844c.jpg?1743207450,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624596%3Fpage%3D1,0.19,,0.21,56.0
"Ao, the Dawn Sky",Legendary Creature — Dragon Spirit,5.0,['W'],[],5,4,"['Flying', 'Vigilance']","Flying, vigilance
When Ao dies, choose one —
• Look at the top seven cards of your library. Put any number of nonland permanent cards with total mana value 4 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.
• Put two +1/+1 counters on each permanent you control that's a creature or Vehicle.",1,3464,https://cards.scryfall.io/png/front/8/d/8d2c4063-7322-4041-a870-b95598a03e29.png?1654566143,https://cards.scryfall.io/art_crop/front/8/d/8d2c4063-7322-4041-a870-b95598a03e29.jpg?1654566143,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F262033%3Fpage%3D1,1.64,2.63,1.85,56.0
Herald's Horn,Artifact,3.0,[],[],0,0,[],"As this artifact enters, choose a creature type.
Creature spells you cast of the chosen type cost {1} less to cast.
At the beginning of your upkeep, look at the top card of your library. If it's a creature card of the chosen type, you may reveal it and put it into your hand.",1,127,https://cards.scryfall.io/png/front/4/b/4bfa71d4-4125-4404-9c24-979401bae592.png?1698988513,https://cards.scryfall.io/art_crop/front/4/b/4bfa71d4-4125-4404-9c24-979401bae592.jpg?1698988513,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F525784%3Fpage%3D1,4.93,,4.24,56.0
The Scarab God,Legendary Creature — God,5.0,"['B', 'U']",[],5,5,['Scry'],"At the beginning of your upkeep, each opponent loses X life and you scry X, where X is the number of Zombies you control.
{2}{U}{B}: Exile target creature card from a graveyard. Create a token that's a copy of it, except it's a 4/4 black Zombie.
When The Scarab God dies, return it to its owner's hand at the beginning of the next end step.",1,1701,https://cards.scryfall.io/png/front/f/4/f4f414ef-84a2-4694-9e98-51bee4576c84.png?1689999233,https://cards.scryfall.io/art_crop/front/f/4/f4f414ef-84a2-4694-9e98-51bee4576c84.jpg?1689999233,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F504604%3Fpage%3D1,8.76,13.67,4.21,56.0
"Atla Palani, Nest Tender",Legendary Creature — Human Shaman,4.0,"['G', 'R', 'W']",[],2,3,[],"{2}, {T}: Create a 0/1 green Egg creature token with defender.
Whenever an Egg you control dies, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",1,3483,https://cards.scryfall.io/png/front/2/b/2b8414f7-22c3-4e1c-934b-4a0e7acf951d.png?1673305450,https://cards.scryfall.io/art_crop/front/2/b/2b8414f7-22c3-4e1c-934b-4a0e7acf951d.jpg?1673305450,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282925%3Fpage%3D1,0.99,,0.39,56.0
Hylda of the Icy Crown,Legendary Creature — Human Warlock,4.0,"['U', 'W']",[],3,4,['Scry'],"Whenever you tap an untapped creature an opponent controls, you may pay {1}. When you do, choose one —
• Create a 4/4 white and blue Elemental creature token.
• Put a +1/+1 counter on each creature you control.
• Scry 2, then draw a card.",1,5533,https://cards.scryfall.io/png/front/a/e/ae9231fd-053d-4b84-a7a8-86063465bc49.png?1692939339,https://cards.scryfall.io/art_crop/front/a/e/ae9231fd-053d-4b84-a7a8-86063465bc49.jpg?1692939339,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F512193%3Fpage%3D1,2.19,2.30,1.53,56.0
"Yosei, the Morning Star",Legendary Creature — Dragon Spirit,6.0,['W'],[],5,5,['Flying'],"Flying
When Yosei dies, target player skips their next untap step. Tap up to five target permanents that player controls.",1,8207,https://cards.scryfall.io/png/front/4/7/47af956c-e2ba-47c5-bc5d-ec0ab345ce57.png?1562848456,https://cards.scryfall.io/art_crop/front/4/7/47af956c-e2ba-47c5-bc5d-ec0ab345ce57.jpg?1562848456,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F145281%3Fpage%3D1,1.27,4.46,0.91,56.0
"Fynn, the Fangbearer",Legendary Creature — Human Warrior,2.0,['G'],[],1,3,['Deathtouch'],"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever a creature you control with deathtouch deals combat damage to a player, that player gets two poison counters. (A player with ten or more poison counters loses the game.)",1,2385,https://cards.scryfall.io/png/front/6/9/699efb9e-2649-432b-8b2d-10775114c314.png?1730491013,https://cards.scryfall.io/art_crop/front/6/9/699efb9e-2649-432b-8b2d-10775114c314.jpg?1730491013,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F591040%3Fpage%3D1,0.22,,,56.0
"Alela, Artful Provocateur",Legendary Creature — Faerie Warlock,4.0,"['B', 'U', 'W']",[],2,3,"['Deathtouch', 'Flying', 'Lifelink']","Flying, deathtouch, lifelink
Other creatures you control with flying get +1/+0.
Whenever you cast an artifact or enchantment spell, create a 1/1 blue Faerie creature token with flying.",1,4135,https://cards.scryfall.io/png/front/a/b/abc9e41e-fd03-4b6f-8f44-17ba94fa44f5.png?1673484923,https://cards.scryfall.io/art_crop/front/a/b/abc9e41e-fd03-4b6f-8f44-17ba94fa44f5.jpg?1673484923,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F269760%3Fpage%3D1,1.42,,0.49,56.0
"Ob Nixilis, the Fallen",Legendary Creature — Demon,5.0,['B'],[],3,3,['Landfall'],"Landfall — Whenever a land you control enters, you may have target player lose 3 life. If you do, put three +1/+1 counters on Ob Nixilis.",1,2322,https://cards.scryfall.io/png/front/d/c/dc9d3ada-9d0d-489a-89b7-08f53f6601e1.png?1743206563,https://cards.scryfall.io/art_crop/front/d/c/dc9d3ada-9d0d-489a-89b7-08f53f6601e1.jpg?1743206563,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624430%3Fpage%3D1,3.51,,4.76,56.0
Phyrexian Reclamation,Enchantment,1.0,['B'],[],0,0,[],"{1}{B}, Pay 2 life: Return target creature card from your graveyard to your hand.",1,848,https://cards.scryfall.io/png/front/1/0/10c09b68-1d92-42da-8d4d-0d60453a6aa7.png?1743206573,https://cards.scryfall.io/art_crop/front/1/0/10c09b68-1d92-42da-8d4d-0d60453a6aa7.jpg?1743206573,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624431%3Fpage%3D1,1.98,,2.68,56.0
Harrow,Instant,3.0,['G'],[],0,0,[],"As an additional cost to cast this spell, sacrifice a land.
Search your library for up to two basic land cards, put them onto the battlefield, then shuffle.",1,245,https://cards.scryfall.io/png/front/6/4/64f86c4f-67d8-44d1-a6aa-b94601e7cefe.png?1743206937,https://cards.scryfall.io/art_crop/front/6/4/64f86c4f-67d8-44d1-a6aa-b94601e7cefe.jpg?1743206937,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624457%3Fpage%3D1,0.30,,0.25,56.0
"Nogi, Draco-Zealot",Legendary Creature — Kobold Shaman,3.0,['R'],[],3,3,[],"Dragon spells you cast cost {1} less to cast.
Whenever Nogi attacks, if you control three or more Dragons, until end of turn, Nogi becomes a Dragon with base power and toughness 5/5 and gains flying.",1,6876,https://cards.scryfall.io/png/front/8/6/86e576f2-8f9f-4bbf-85c4-b99ecb665412.png?1743206746,https://cards.scryfall.io/art_crop/front/8/6/86e576f2-8f9f-4bbf-85c4-b99ecb665412.jpg?1743206746,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624938%3Fpage%3D1,3.58,,4.04,56.0
Dragonlord Atarka,Legendary Creature — Elder Dragon,7.0,"['G', 'R']",[],8,8,"['Flying', 'Trample']","Flying, trample
When Dragonlord Atarka enters, it deals 5 damage divided as you choose among any number of target creatures and/or planeswalkers your opponents control.",1,6482,https://cards.scryfall.io/png/front/d/4/d411ad43-3718-4ed7-932f-fcea28705782.png?1743207104,https://cards.scryfall.io/art_crop/front/d/4/d411ad43-3718-4ed7-932f-fcea28705782.jpg?1743207104,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624962%3Fpage%3D1,1.63,,2.73,56.0
Flooded Grove,Land,0.0,[],"['C', 'G', 'U']",0,0,[],"{T}: Add {C}.
{G/U}, {T}: Add {G}{G}, {G}{U}, or {U}{U}.",1,405,https://cards.scryfall.io/png/front/e/3/e3bec498-9149-4045-8931-8decbb87c526.png?1743207568,https://cards.scryfall.io/art_crop/front/e/3/e3bec498-9149-4045-8931-8decbb87c526.jpg?1743207568,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624973%3Fpage%3D1,0.36,,0.27,56.0
"Archelos, Lagoon Mystic",Legendary Creature — Turtle Shaman,4.0,"['B', 'G', 'U']",[],2,4,[],"As long as Archelos is tapped, other permanents enter tapped.
As long as Archelos is untapped, other permanents enter untapped.",1,6307,https://cards.scryfall.io/png/front/d/4/d45ec78e-6190-46af-8057-834f5ca41ec8.png?1673305435,https://cards.scryfall.io/art_crop/front/d/4/d45ec78e-6190-46af-8057-834f5ca41ec8.jpg?1673305435,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282924%3Fpage%3D1,0.22,,0.17,56.0
Assassin's Trophy,Instant,2.0,"['B', 'G']",[],0,0,[],"Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle.",1,123,https://cards.scryfall.io/png/front/e/d/ed6c7d29-71b4-4134-b591-5598f479d592.png?1706242115,https://cards.scryfall.io/art_crop/front/e/d/ed6c7d29-71b4-4134-b591-5598f479d592.jpg?1706242115,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F532888%3Fpage%3D1,2.87,2.75,2.03,55.0
Solemn Simulacrum,Artifact Creature — Golem,4.0,[],[],2,2,[],"When this creature enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
When this creature dies, you may draw a card.",1,35,https://cards.scryfall.io/png/front/c/b/cb1563a1-c8dc-4fcb-b9c8-e7432235d31e.png?1743207347,https://cards.scryfall.io/art_crop/front/c/b/cb1563a1-c8dc-4fcb-b9c8-e7432235d31e.jpg?1743207347,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624344%3Fpage%3D1,0.15,,0.26,55.0
Smoldering Marsh,Land — Swamp Mountain,0.0,[],"['B', 'R']",0,0,[],"({T}: Add {B} or {R}.)
This land enters tapped unless you control two or more basic lands.",1,105,https://cards.scryfall.io/png/front/a/3/a357b4ad-adb8-4db7-a4dc-2fc3f6b7e2d5.png?1743207747,https://cards.scryfall.io/art_crop/front/a/3/a357b4ad-adb8-4db7-a4dc-2fc3f6b7e2d5.jpg?1743207747,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624320%3Fpage%3D1,0.21,,0.17,55.0
Crumbling Necropolis,Land,0.0,[],"['B', 'R', 'U']",0,0,[],"This land enters tapped.
{T}: Add {U}, {B}, or {R}.",1,320,https://cards.scryfall.io/png/front/d/3/d3600e12-5633-42fd-b1cc-e90790a16b20.png?1698988567,https://cards.scryfall.io/art_crop/front/d/3/d3600e12-5633-42fd-b1cc-e90790a16b20.jpg?1698988567,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F525843%3Fpage%3D1,0.24,,0.29,55.0
"Baba Lysaga, Night Witch",Legendary Creature — Human Warlock,3.0,"['B', 'G']",[],3,3,[],"{T}, Sacrifice up to three permanents: If there were three or more card types among the sacrificed permanents, each opponent loses 3 life, you gain 3 life, and you draw three cards.",1,7454,https://cards.scryfall.io/png/front/2/e/2ef42c3f-f22e-4e99-adb0-9e8f8d442347.png?1674137411,https://cards.scryfall.io/art_crop/front/2/e/2ef42c3f-f22e-4e99-adb0-9e8f8d442347.jpg?1674137411,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F272629%3Fpage%3D1,0.11,0.22,0.18,55.0
